41
1  34  1535385092.150099
1772.424044 866.308405 0.023121
1  1797.277606 859.084025 1.306000  2.143573 4.858157 1.938000  -1.549766
2  1756.436288 857.419766 1.251000  2.117616 5.431872 1.927000  -1.608346
3  1812.407895 875.881454 0.709000  1.651174 4.886468 1.499000  -3.027038
4  1816.959996 875.626516 0.936000  2.146467 4.712192 1.698000  -3.163481
5  1876.362556 876.540416 0.935000  0.898187 4.784201 1.481000  -3.236460
6  1775.904115 858.154286 0.973000  1.810571 5.114843 1.673000  1.603952
7  1831.474983 876.471246 1.266000  1.663207 6.093543 2.301000  -3.185742
8  1804.937596 875.472750 0.665000  1.880011 4.854284 1.456000  -3.084852
9  1772.560571 859.173225 1.174000  2.013696 5.327583 1.715000  -1.517259
10  1723.607866 858.169062 1.342000  1.138774 0.606381 1.911000  1.705764
11  1791.938927 858.993673 1.117000  1.951196 4.763348 1.561000  1.663193
12  1741.394632 865.188880 1.109000  1.948759 4.560111 1.743000  0.053889
13  1824.102710 875.051780 0.986000  2.597740 4.783349 1.829000  -3.014911
14  1761.682933 858.025983 0.974000  2.031671 4.410292 1.473000  1.667023
15  1750.872067 857.105995 1.294000  1.772751 5.313651 1.914000  -1.667207
16  1767.414330 845.650126 0.906000  2.059003 4.342169 1.650000  1.577224
17  1794.502492 859.531585 1.069000  2.212270 3.797098 1.485000  1.583526
18  1786.532585 858.752821 1.010000  2.041987 4.268477 1.720000  -1.531489
19  1783.468058 858.903899 1.084000  2.078182 4.404835 1.712000  -1.513458
20  1724.400349 882.657652 0.886000  2.132447 4.691324 1.921000  -1.758521
21  1716.352147 869.695334 1.137000  2.047244 5.970909 2.000000  -2.698701
22  1806.537231 861.779698 1.066000  2.099545 4.384223 1.758000  -1.231360
23  1777.892787 857.849360 1.052000  2.026799 4.549759 1.831000  -1.500174
24  1842.038328 860.585693 1.154000  2.532387 4.871633 1.766000  1.589148
25  1789.132613 858.910993 1.091000  2.028313 4.865175 1.692000  -1.580558
26  1780.997087 859.304429 1.098000  2.342142 4.558269 1.744000  1.696608
27  1796.488555 874.679231 1.254000  2.809847 7.252106 2.558000  -3.119635
28  1830.010572 859.513261 1.275000  2.438194 5.183694 1.875000  1.659708
29  1736.948646 873.475811 1.079000  2.508116 5.152822 2.083000  2.500548
30  1784.673580 874.387730 0.596000  1.906846 4.828050 1.873000  -3.108014
31  1904.044220 881.722921 1.389000  2.125035 7.527631 2.252000  2.330118
32  1770.133028 858.902823 1.112000  2.049131 4.524968 1.587000  1.582354
33  1768.047497 858.076033 1.219000  2.031351 5.437365 1.865000  -1.531671
34  1747.739057 856.929801 1.313000  2.070712 4.422110 1.851000  -1.592536

2  37  1535385092.700299
1776.655756 866.391134 0.024353
1  1797.222223 858.822052 1.278000  2.241046 4.986214 1.938000  -1.480692
2  1756.042057 857.546227 1.296000  2.366468 5.377649 1.927000  -1.570244
3  1812.253666 875.428986 0.709000  2.027633 5.004589 1.499000  -3.026061
4  1817.805703 875.882355 0.936000  1.890439 4.565997 1.698000  -3.163179
5  1875.566172 876.838872 0.935000  2.113698 3.425931 1.481000  -3.157679
6  1775.467144 858.085894 1.073000  2.048732 4.868115 1.673000  1.579641
7  1830.434941 876.548633 1.254000  1.840808 6.031723 2.301000  -3.092101
8  1804.848854 875.310480 0.647000  1.617976 4.680076 1.456000  3.099435
9  1844.523347 875.943538 0.886000  1.605227 5.076670 1.748000  -3.029350
10  1772.226801 859.021283 1.179000  1.958120 5.427101 1.715000  -1.510405
11  1723.980617 858.513905 1.370000  0.585390 0.367826 1.911000  1.683957
12  1791.951254 859.208512 1.081000  1.893525 4.480416 1.561000  1.668102
13  1744.791531 865.252339 1.105000  1.849300 4.662485 1.743000  0.113455
14  1823.082276 875.423412 0.973000  2.156913 4.713552 1.829000  -3.182562
15  1761.962336 858.456067 0.985000  1.854889 4.711157 1.473000  1.686546
16  1750.966588 856.423702 1.294000  1.905042 5.550300 1.914000  -1.565285
17  1767.803736 845.165619 0.906000  2.138079 4.488960 1.650000  1.534849
18  1794.404868 859.686645 1.058000  1.854315 4.224805 1.485000  1.601618
19  1827.892181 859.528716 1.242000  1.796941 4.089914 1.395000  1.475344
20  1786.228773 858.835430 1.068000  1.857651 4.470943 1.720000  -1.557688
21  1783.645926 858.914919 1.103000  2.063443 4.421013 1.712000  -1.436592
22  1722.817050 880.979322 0.895000  1.835879 4.186295 1.921000  -1.863896
23  1713.265367 869.252991 1.137000  1.877351 6.366796 2.000000  -2.686393
24  1807.239797 859.933190 1.066000  1.948872 4.407830 1.758000  -1.204114
25  1778.473978 857.761772 1.152000  2.045350 4.827933 1.831000  -1.531204
26  1840.403195 861.357461 1.182000  2.174248 4.541618 1.766000  1.483798
27  1789.335040 858.780167 1.121000  1.981805 5.039511 1.692000  -1.530148
28  1781.140647 858.917308 1.098000  1.967523 4.960752 1.744000  1.681999
29  1796.667810 874.829243 1.216000  2.527486 7.664534 2.558000  -3.122549
30  1829.936367 859.159455 1.244000  1.620763 5.212089 1.875000  1.636842
