40
1  52  1542800847.948119
1526.534582 1212.924548 2.967135
1  1522.445815 1222.556004 1.169000  0.798212 0.451431 1.855000  -2.333260
2  1515.014056 1208.838841 1.437000  0.682207 1.420777 1.869000  1.274532
3  1501.060742 1206.637173 1.208000  1.783534 4.815443 2.112000  0.868458
4  1541.108018 1241.758518 2.190000  0.602330 0.492806 1.979000  -1.453643
5  1496.979703 1239.783486 1.413000  0.678258 0.791532 1.752000  -1.928522
6  1511.898557 1234.831439 0.850000  0.659516 0.523403 1.603000  2.699554
7  1521.348801 1232.046598 1.057000  0.661459 0.484858 1.714000  -0.477836
8  1536.551119 1226.116239 1.538000  0.629633 1.731965 0.953000  -0.160255
9  1538.747704 1211.523975 0.369000  1.976273 5.201150 2.037000  2.979519
10  1514.129755 1235.012703 1.024000  0.513807 0.503141 1.879000  2.755307
11  1523.754258 1238.313202 0.995000  1.874586 4.425394 1.622000  -1.917580
12  1519.105673 1229.671570 1.057000  0.686821 0.622437 1.714000  -0.225747
13  1499.834829 1241.980420 1.249000  0.475798 0.752755 1.876000  1.758374
14  1516.345358 1232.945889 0.957000  0.601096 0.739482 1.714000  2.718697
15  1524.125279 1222.897467 1.050000  0.835385 0.589048 1.643000  -2.395399
16  1489.047799 1226.574661 2.122000  0.802777 0.688229 1.883000  -0.349138
17  1529.594868 1274.503228 2.588000  2.875047 13.041002 4.593000  -1.885453
18  1500.319133 1254.305940 1.630000  0.715615 0.665930 1.876000  -1.895781
19  1517.347895 1213.955431 1.125000  1.832930 4.464522 1.850000  -3.200999
20  1520.749882 1240.394420 1.082000  2.059395 4.847715 1.577000  -1.973814
21  1526.516517 1231.514496 1.361000  0.692915 0.520983 1.714000  1.082338
22  1496.152155 1237.069176 1.223000  0.866785 0.597609 1.656000  -1.941173
23  1503.004239 1214.265476 0.765000  0.883519 0.564047 1.784000  2.818582
24  1509.471808 1233.901121 0.905000  0.994794 0.649740 2.043000  2.812026
25  1512.212619 1233.945559 0.873000  0.799280 0.688345 1.776000  2.715524
26  1493.979697 1200.809574 1.202000  1.602446 4.509708 1.525000  1.067474
27  1490.746647 1215.891825 0.920000  2.003029 4.426302 1.526000  1.185457
28  1540.357950 1247.071560 1.922000  0.795356 0.567523 1.643000  -1.594492
29  1542.389265 1254.019865 2.022000  0.809491 0.438815 1.745000  -1.663794
30  1501.666041 1223.954598 0.665000  0.725866 0.535869 1.740000  1.904254
31  1526.004047 1215.947778 0.981000  1.733448 4.013790 1.492000  2.704632
32  1537.202649 1233.127641 1.822000  0.665389 0.549375 1.643000  1.618153
33  1509.339831 1234.826170 0.774000  0.674082 0.897857 1.752000  2.741180
34  1514.290216 1233.202711 0.922000  0.697669 0.631058 1.844000  2.710276
35  1511.165349 1209.174402 1.172000  0.581070 0.714384 1.714000  -0.314778
36  1536.253764 1208.773383 0.452000  0.783752 0.596818 1.730000  2.931371
37  1534.630524 1227.316698 1.711000  0.570741 0.489148 1.855000  -2.222113
38  1499.333665 1251.334069 1.630000  0.375391 0.813211 1.876000  -1.876666
39  1536.617659 1224.899517 1.386000  0.574862 2.063026 1.223000  -0.141655
40  1518.105720 1234.032585 0.977000  0.666910 0.530801 1.888000  -0.364120
41  1496.831184 1240.440282 1.521000  0.972994 0.797072 1.752000  -1.988835
42  1527.278815 1246.864508 1.211000  1.961306 5.012385 1.607000  -1.896423
43  1497.486624 1207.170256 0.935000  1.954414 4.979353 1.554000  1.150912
44  1494.931561 1208.756483 1.582000  2.401834 6.694385 3.065000  1.094363
45  1511.021233 1212.248517 1.006000  0.821421 0.843500 1.699000  2.335547
46  1508.321752 1237.154464 0.793000  0.605890 0.419823 1.970000  2.507666
47  1509.629754 1236.468469 0.845000  0.762073 0.502890 1.891000  2.739897
48  1495.759096 1237.684704 1.286000  0.293877 0.336248 1.583000  -1.916280
