40
1 24 1542800987.947699
1  0  1328.517000 903.093000 1.207000 0.732000 0.641000 1.632000 2.867461
2  1  1274.660000 839.935000 -2.533000 1.803000 4.486000 1.513000 1.031563
3  0  1333.603000 904.252000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.766000 902.171000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1306.411000 887.587000 -0.189000 1.711000 4.047000 1.637000 1.050684
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1330.626000 905.076000 1.320000 0.592000 0.622000 1.757000 1.884104
8  1  1286.053000 837.362000 -0.127000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1295.500000 908.901000 0.298000 0.408000 0.858000 1.713000 -0.997895
11  0  1334.439000 907.210000 1.610000 0.555000 0.744000 1.739000 3.113303
12  1  1294.049000 866.793000 -1.103000 1.762000 4.181000 1.480000 1.061602
13  1  1297.511000 924.098000 0.013000 1.872000 4.327000 1.444000 -0.652124
14  1  1304.587000 891.514000 -0.189000 1.711000 4.047000 1.637000 1.050684
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.661000 919.222000 0.064000 1.869000 4.400000 1.632000 -0.652124
17  1  1300.166000 847.162000 -1.024000 0.517000 1.284000 1.633000 1.053416
18  1  1305.844000 902.174000 0.024000 1.739000 4.302000 1.566000 1.704105
19  1  1338.685000 935.810000 2.043000 1.650000 4.250000 1.529000 0.868168
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.650000 854.833000 -1.064000 1.865000 4.204000 1.749000 -2.089140
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.863000 903.186000 1.488000 0.786000 0.765000 1.794000 -3.081585
24  1  1315.676000 902.276000 0.406000 1.836000 4.416000 1.430000 0.966802

2 24 1542800988.448155
1  0  1328.578000 903.111000 1.207000 0.732000 0.641000 1.632000 2.850007
2  1  1277.163000 844.229000 -2.332000 1.803000 4.486000 1.513000 1.031563
3  0  1334.004000 904.820000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.766000 902.171000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1308.787000 891.634000 0.011000 1.711000 4.047000 1.637000 1.033217
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1330.673000 905.205000 1.345000 0.592000 0.622000 1.757000 1.377631
8  1  1286.026000 837.312000 -0.127000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1295.886000 908.338000 0.298000 0.408000 0.858000 1.713000 -0.984794
11  0  1334.258000 907.239000 1.596000 0.555000 0.744000 1.739000 3.053132
12  1  1296.245000 870.723000 -0.941000 1.762000 4.181000 1.480000 1.052868
13  1  1297.505000 924.109000 0.011000 1.872000 4.327000 1.444000 -0.652124
14  1  1306.001000 893.936000 -0.079000 1.711000 4.047000 1.637000 1.048934
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.662000 919.224000 0.052000 1.869000 4.400000 1.632000 -0.652124
17  1  1301.177000 849.067000 -0.937000 0.517000 1.284000 1.633000 1.053416
18  1  1305.155000 903.941000 0.099000 1.739000 4.302000 1.566000 1.896207
19  1  1342.191000 939.973000 2.243000 1.650000 4.250000 1.529000 0.868168
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.597000 854.717000 -1.063000 1.865000 4.204000 1.749000 -2.092345
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.687000 903.110000 1.488000 0.786000 0.765000 1.794000 3.085153
24  1  1318.486000 906.321000 0.656000 1.836000 4.416000 1.430000 0.958070

3 25 1542800988.948006
1  0  1328.509000 903.015000 1.207000 0.732000 0.641000 1.632000 2.710381
2  1  1279.663000 848.518000 -2.132000 1.803000 4.486000 1.513000 1.031563
25  1  1335.110000 915.622000 1.469000 1.865000 4.204000 1.755000 -2.246213
3  0  1334.405000 905.387000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.766000 902.171000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1311.265000 895.613000 0.211000 1.711000 4.047000 1.637000 1.015771
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1330.723000 905.176000 1.320000 0.592000 0.622000 1.757000 0.802000
8  1  1285.998000 837.262000 -0.127000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1296.273000 907.777000 0.298000 0.408000 0.858000 1.713000 -0.971709
11  0  1334.078000 907.279000 1.582000 0.555000 0.744000 1.739000 2.993033
12  1  1298.438000 874.647000 -0.778000 1.762000 4.181000 1.480000 1.044144
13  1  1297.498000 924.120000 0.008000 1.872000 4.327000 1.444000 -0.652124
14  1  1307.414000 896.356000 0.031000 1.711000 4.047000 1.637000 1.047186
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.663000 919.227000 0.039000 1.869000 4.400000 1.632000 -0.652124
17  1  1302.186000 850.969000 -0.849000 0.517000 1.284000 1.633000 1.053416
18  1  1304.143000 905.542000 0.174000 1.739000 4.302000 1.566000 2.088077
19  1  1345.693000 944.131000 2.443000 1.650000 4.250000 1.529000 0.868168
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.544000 854.601000 -1.061000 1.865000 4.204000 1.749000 -2.095546
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.505000 903.055000 1.488000 0.786000 0.765000 1.794000 2.968846
24  1  1321.292000 910.362000 0.906000 1.836000 4.416000 1.430000 0.949348

4 25 1542800989.447876
1  0  1328.598000 902.961000 1.257000 0.732000 0.641000 1.632000 2.343862
2  1  1282.163000 852.808000 -1.932000 1.803000 4.486000 1.513000 1.031563
25  1  1330.383000 909.280000 1.169000 1.865000 4.204000 1.755000 -2.228759
3  0  1334.806000 905.954000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.766000 902.171000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1313.743000 899.592000 0.411000 1.711000 4.047000 1.637000 0.998324
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1330.889000 905.250000 1.320000 0.592000 0.622000 1.757000 0.802000
8  1  1285.971000 837.212000 -0.127000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1296.659000 907.215000 0.298000 0.408000 0.858000 1.713000 -0.958622
11  0  1333.902000 907.330000 1.567000 0.555000 0.744000 1.739000 2.932933
12  1  1300.632000 878.572000 -0.716000 1.762000 4.181000 1.480000 1.035420
13  1  1297.492000 924.131000 0.005000 1.872000 4.327000 1.444000 -0.652124
14  1  1309.004000 898.962000 0.141000 1.711000 4.047000 1.637000 1.027991
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.664000 919.229000 0.027000 1.869000 4.400000 1.632000 -0.652124
17  1  1303.195000 852.872000 -0.761000 0.517000 1.284000 1.633000 1.053416
18  1  1302.681000 907.229000 0.166000 1.739000 4.302000 1.566000 2.274242
19  1  1349.195000 948.289000 2.493000 1.650000 4.250000 1.529000 0.868168
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.491000 854.485000 -1.059000 1.865000 4.204000 1.749000 -2.098748
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.317000 903.022000 1.488000 0.786000 0.765000 1.794000 2.852535
24  1  1324.369000 914.564000 1.106000 1.836000 4.416000 1.430000 0.914443

5 24 1542800989.947775
1  0  1328.776000 903.072000 1.237000 0.732000 0.641000 1.632000 1.471190
2  1  1284.663000 857.097000 -1.732000 1.803000 4.486000 1.513000 1.031563
25  1  1325.242000 902.522000 1.044000 1.865000 4.204000 1.755000 -2.193852
3  0  1335.207000 906.521000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.767000 902.180000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1316.337000 903.392000 0.611000 1.711000 4.047000 1.637000 0.980871
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1331.054000 905.325000 1.320000 0.592000 0.622000 1.757000 0.802000
8  1  1285.943000 837.162000 -0.126000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1297.045000 906.654000 0.298000 0.408000 0.858000 1.713000 -0.945536
11  0  1333.728000 907.391000 1.553000 0.555000 0.744000 1.739000 2.872829
12  1  1302.825000 882.497000 -0.654000 1.762000 4.181000 1.480000 1.026695
13  1  1297.486000 924.142000 0.003000 1.872000 4.327000 1.444000 -0.652124
14  1  1310.594000 901.569000 0.251000 1.711000 4.047000 1.637000 1.008794
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.665000 919.231000 0.014000 1.869000 4.400000 1.632000 -0.652124
17  1  1304.205000 854.775000 -0.673000 0.517000 1.284000 1.633000 1.053416
18  1  1300.793000 908.925000 0.157000 1.739000 4.302000 1.566000 2.355693
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.437000 854.369000 -1.058000 1.865000 4.204000 1.749000 -2.101950
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.420000 902.941000 1.488000 0.786000 0.765000 1.794000 2.561635
24  1  1327.591000 918.656000 1.306000 1.836000 4.416000 1.430000 0.879535

6 24 1542800990.447665
1  0  1328.975000 903.006000 1.217000 0.732000 0.641000 1.632000 0.598533
2  1  1287.271000 861.538000 -1.532000 1.803000 4.486000 1.513000 1.031563
25  1  1320.999000 896.541000 0.669000 1.865000 4.204000 1.755000 -2.158946
3  0  1335.608000 907.089000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.768000 902.190000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1318.931000 907.192000 0.811000 1.711000 4.047000 1.637000 0.963417
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1331.151000 905.282000 1.345000 0.592000 0.622000 1.757000 1.674700
8  1  1285.916000 837.112000 -0.126000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1297.435000 906.154000 0.305000 0.408000 0.858000 1.713000 -0.937949
11  0  1333.559000 907.462000 1.538000 0.555000 0.744000 1.739000 2.812726
12  1  1305.415000 886.855000 -0.420000 1.762000 4.181000 1.480000 1.026695
13  1  1297.479000 924.152000 0.000000 1.872000 4.327000 1.444000 -0.652124
14  1  1312.398000 904.368000 0.386000 1.711000 4.047000 1.637000 0.986105
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.665000 919.233000 0.001000 1.869000 4.400000 1.632000 -0.652124
17  1  1304.748000 855.858000 -0.623000 0.517000 1.284000 1.633000 1.053416
18  1  1298.772000 910.463000 0.149000 1.739000 4.302000 1.566000 2.437143
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.384000 854.253000 -1.056000 1.865000 4.204000 1.749000 -2.105152
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.496000 902.833000 1.488000 0.786000 0.765000 1.794000 2.270741
24  1  1330.931000 922.763000 1.539000 1.836000 4.416000 1.430000 0.879535

7 24 1542800990.947514
1  0  1329.068000 903.083000 1.242000 0.732000 0.641000 1.632000 0.642151
2  1  1289.880000 865.978000 -1.332000 1.803000 4.486000 1.513000 1.031563
25  1  1316.764000 889.790000 0.344000 1.865000 4.204000 1.755000 -2.158946
3  0  1336.009000 907.656000 1.590000 0.556000 0.965000 1.598000 0.914211
4  1  1301.769000 902.200000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1321.858000 911.125000 1.011000 1.711000 4.047000 1.637000 0.936611
6  0  1310.528000 918.173000 0.539000 0.475000 0.438000 1.796000 -1.698161
7  0  1331.245000 905.328000 1.370000 0.592000 0.622000 1.757000 2.547329
8  1  1285.926000 837.036000 -0.126000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1297.824000 905.655000 0.312000 0.408000 0.858000 1.713000 -0.930362
11  0  1333.220000 907.604000 1.513000 0.555000 0.744000 1.739000 2.752628
12  1  1308.005000 891.213000 -0.187000 1.762000 4.181000 1.480000 1.026695
13  1  1297.473000 924.163000 -0.002000 1.872000 4.327000 1.444000 -0.652124
14  1  1314.202000 907.168000 0.521000 1.711000 4.047000 1.637000 0.963417
15  1  1325.229000 908.091000 1.198000 1.745000 4.736000 1.840000 -2.238518
16  1  1303.666000 919.235000 -0.011000 1.869000 4.400000 1.632000 -0.652124
17  1  1305.290000 856.940000 -0.573000 0.517000 1.284000 1.633000 1.053416
18  1  1296.481000 912.288000 0.141000 1.739000 4.302000 1.566000 2.454589
20  0  1330.068000 904.056000 1.286000 0.566000 0.436000 1.690000 2.989634
21  1  1296.359000 854.224000 -1.057000 1.865000 4.204000 1.749000 -2.108353
22  0  1332.913000 904.831000 1.550000 0.585000 0.409000 1.717000 -2.706902
23  0  1331.537000 902.709000 1.488000 0.786000 0.765000 1.794000 1.979870
24  1  1334.271000 926.870000 1.772000 1.836000 4.416000 1.430000 0.879535

8 24 1542800991.448017
1  0  1329.158000 903.163000 1.267000 0.732000 0.641000 1.632000 0.685826
2  1  1292.531000 870.490000 -1.132000 1.803000 4.486000 1.513000 1.031563
25  1  1312.844000 883.512000 0.219000 1.865000 4.204000 1.755000 -2.106586
3  0  1336.421000 908.217000 1.590000 0.556000 0.965000 1.598000 0.623076
4  1  1301.769000 902.210000 0.294000 0.470000 1.268000 1.706000 1.486013
5  1  1324.894000 914.983000 1.212000 1.711000 4.047000 1.637000 0.909770
6  0  1310.530000 918.157000 0.536000 0.475000 0.438000 1.796000 -1.698161
7  0  1331.268000 905.345000 1.374000 0.592000 0.622000 1.757000 2.547329
8  1  1285.936000 836.960000 -0.127000 2.753000 12.145000 4.364000 -2.175125
9  1  1299.232000 918.868000 1.568000 2.908000 10.909000 4.454000 -0.652124
10  0  1298.214000 905.154000 0.319000 0.408000 0.858000 1.713000 -0.922766
11  0  1332.890000 907.766000 1.488000 0.555000 0.744000 1.739000 2.692451
12  1  1310.768000 895.607000 0.046000 1.762000 4.181000 1.480000 1.006317
13  1  1297.466000 924.174000 -0.005000 1.872000 4.327000 1.444000 -0.652124
14  1  1316.297000 909.951000 0.665000 1.711000 4.047000 1.637000 0.939769
