41
1  40  1538984233.547259
715.686012 1810.047300 -1.295031
1  694.752869 1800.498772 0.665000  1.925190 5.087235 1.588000  0.794245
2  683.427102 1784.635635 0.034000  2.112723 5.099326 1.689000  0.768225
3  702.940815 1810.224988 0.826000  2.010797 4.889487 1.645000  -2.366383
4  706.996676 1782.395764 0.876000  0.517124 0.434569 1.680000  2.189613
5  695.443547 1817.168047 1.283000  2.070559 5.191275 1.979000  -2.306637
6  694.302883 1790.585876 0.262000  1.706340 4.458229 1.489000  -2.360559
7  710.407808 1782.701640 0.848000  0.717605 0.693267 1.697000  2.151220
8  668.529081 1818.888203 1.613000  1.697034 4.921793 1.604000  -2.406099
9  738.007447 1805.857476 0.944000  0.467458 1.722267 1.210000  -0.355170
10  712.703935 1784.799135 0.867000  0.727898 0.397918 1.281000  2.187066
11  733.655677 1814.982087 0.783000  4.834440 1.407138 1.401000  0.682593
12  687.407070 1809.403218 1.399000  1.840991 5.150025 2.000000  0.744864
13  700.981794 1811.672501 1.000000  2.321821 5.006108 1.831000  -2.338388
14  699.671327 1813.206278 0.982000  2.150645 4.720882 1.548000  -2.357922
15  689.177988 1779.833025 -0.393000  1.634990 4.582037 1.485000  -2.406341
16  705.644012 1806.604621 1.449000  2.283396 5.846171 2.981000  -2.433943
17  713.869012 1784.360245 0.956000  0.548858 0.512388 1.785000  2.155313
18  725.952909 1791.897393 0.805000  0.917929 1.035291 1.632000  -2.626180
19  694.519757 1780.791704 0.301000  0.859940 0.968616 1.807000  -0.329876
20  711.597003 1784.616908 1.045000  0.531268 0.864308 1.837000  -2.562618
21  713.261295 1785.081026 0.717000  0.615787 0.481075 1.281000  2.290616
22  737.938048 1805.023965 0.907000  0.502684 1.952436 1.137000  -0.699841
23  712.492730 1783.721093 1.106000  0.654118 0.414147 1.785000  2.232503
24  711.438658 1784.295335 0.972000  0.691977 0.540923 1.826000  2.183421
25  719.795750 1818.274711 1.145000  0.488161 0.896877 1.695000  -0.929159
26  675.094556 1822.055949 1.843000  2.049816 4.478700 1.537000  -2.397429
27  706.453408 1781.606933 1.093000  0.721879 0.583393 1.737000  0.737186
28  710.777093 1784.066572 0.925000  0.686532 0.725419 1.697000  2.228660
29  709.285017 1782.737836 0.937000  0.566751 0.763642 1.697000  2.139210
30  718.041541 1792.499221 0.798000  0.766041 0.829195 1.780000  -2.411904
31  710.247861 1784.070696 1.049000  0.554261 0.634433 1.697000  0.682060
