40
1.70079  0.0159456  1.51096  0.499802  -0.503032  0.49978  -0.497371
1266.42  816.267  1266.42  491.507  
1 4 1542800847.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800847912460.jpg
1526.539513 1212.923446 2.967163
1 104 446 254 130 1
2 616 399 453 460 1
3 230 411 311 144 1
4 435 465 121 167 0

2 5 1542800848.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800848412460.jpg
1526.462940 1212.939527 2.966836
1 12 428 162 288 0
2 101 446 256 131 1
3 598 404 447 433 1
4 228 410 312 145 1
5 477 466 118 162 0

3 5 1542800848.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800848912460.jpg
1526.387831 1212.954723 2.966042
1 -25 427 259 294 0
2 98 446 257 131 1
3 578 409 441 408 1
4 225 410 313 145 1
5 520 466 115 159 0

4 5 1542800849.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800849412460.jpg
1526.194071 1212.990959 2.964208
1 -2 425 265 304 0
2 89 446 259 132 1
3 553 411 441 395 1
4 217 409 316 147 1
5 537 466 114 158 0

5 4 1542800849.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800849912460.jpg
1525.757187 1213.069195 2.961329
1 -45 421 286 324 0
2 69 445 265 135 1
3 516 413 440 385 1
4 203 408 321 149 1

6 4 1542800850.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800850412460.jpg
1525.022124 1213.206113 2.957561
1 53 414 96 360 0
2 36 443 274 142 1
3 461 412 446 389 1
4 178 406 332 153 1

7 3 1542800850.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800850912460.jpg
1524.033933 1213.398915 2.951381
1 -14 441 288 150 1
2 353 409 495 407 1
3 142 402 347 161 1

8 3 1542800851.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800851412460.jpg
1522.770996 1213.647804 2.948349
1 48 437 182 162 1
2 209 403 538 440 1
3 100 397 368 170 1

9 5 1542800851.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800851912460.jpg
1521.435725 1213.914997 2.948368
1 -5 433 188 176 1
2 -3 398 617 467 1
3 556 483 215 70 1
4 58 392 389 180 1
5 608 463 132 188 0

10 5 1542800852.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800852412460.jpg
1520.075413 1214.183488 2.957154
1 -46 429 193 191 1
2 -39 393 434 491 1
3 556 483 226 74 1
4 29 386 410 192 1
5 638 461 144 205 0

11 4 1542800852.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800852912460.jpg
1518.744244 1214.413001 3.005826
1 -7 425 187 204 1
2 616 483 235 78 1
3 75 381 418 202 1
4 749 459 157 224 0

12 4 1542800853.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800853412460.jpg
1517.432758 1214.536862 3.111418
1 -18 424 328 210 1
2 757 483 247 83 1
3 219 377 411 210 1
4 954 456 179 252 0

13 5 1542800853.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800853912460.jpg
1516.174462 1214.485947 -3.012656
1 221 422 306 215 1
2 979 483 273 91 1
3 344 480 340 124 1
4 442 372 406 220 1
5 1302 451 229 300 0

14 5 1542800854.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800854412460.jpg
1514.866817 1214.194792 -2.811349
1 497 419 305 228 1
2 78 436 127 259 1
3 1292 483 341 108 1
4 618 480 350 133 1
5 715 361 433 242 1

15 7 1542800854.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800854912460.jpg
1513.417242 1213.525140 -2.574212
1 815 409 355 264 1
2 549 471 170 89 1
3 172 440 254 236 1
4 724 483 235 102 1
5 466 474 112 69 1
6 945 480 418 156 1
7 1048 336 543 293 1

16 9 1542800855.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800855412460.jpg
1511.923788 1212.340182 -2.338858
1 1174 383 244 355 1
2 856 470 183 96 1
3 841 448 138 93 1
4 466 448 207 195 1
5 1047 483 286 119 1
6 773 474 112 71 1
7 1332 480 140 141 1
8 1455 358 153 249 1
9 697 479 87 54 1

17 6 1542800855.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800855912460.jpg
1510.492962 1210.595620 -2.157715
1 1105 469 225 110 1
2 1081 444 160 104 1
3 659 452 193 174 1
4 1349 483 258 152 1
5 1008 473 128 78 1
6 928 479 94 57 1

18 5 1542800856.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800856412460.jpg
1509.106373 1208.417213 -2.098255
1 1221 466 280 129 1
2 1181 440 186 115 1
3 712 455 162 159 1
4 1098 472 148 87 1
5 1010 479 105 61 1

19 6 1542800856.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800856912460.jpg
1507.691328 1205.947687 -2.068384
1 1333 462 211 158 1
2 1265 434 223 131 1
3 745 457 147 148 1
4 1177 470 177 99 1
5 1004 475 51 65 1
6 1074 478 120 69 1

20 6 1542800857.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800857412460.jpg
1506.202561 1203.178623 -2.049918
1 1472 464 145 141 1
2 1351 426 277 152 1
3 759 458 137 140 1
4 1253 468 221 116 1
5 1085 473 66 81 1
6 1133 477 141 78 1

21 5 1542800857.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800857862460.jpg
1504.885677 1200.623286 -2.031322
1 1447 416 198 179 1
2 775 459 131 134 1
3 1341 465 281 138 1
4 1186 470 90 105 1
5 1190 476 167 89 1

22 4 1542800858.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800858362460.jpg
1503.354469 1197.511796 -2.017114
1 791 461 125 126 1
2 1469 466 126 131 1
3 1373 463 165 160 1
4 1263 475 213 106 1

23 4 1542800858.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800858862460.jpg
1501.732003 1194.162231 -2.011207
1 944 485 34 23 1
2 805 462 119 121 1
3 1010 484 48 28 1
4 1359 473 157 133 1

24 3 1542800859.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800859412460.jpg
1499.843440 1190.193618 -2.006440
1 966 485 40 27 1
2 816 463 113 115 1
3 1041 484 56 31 1

25 3 1542800859.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800859912460.jpg
1498.054172 1186.389529 -2.002057
1 990 485 48 32 1
2 826 463 109 112 1
3 1076 484 66 36 1

26 4 1542800860.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800860412460.jpg
1496.194728 1182.438491 -2.006824
1 981 454 70 56 1
2 1010 485 60 38 1
3 819 464 106 108 1
4 1106 484 81 42 1

27 4 1542800860.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800860912460.jpg
1494.268438 1178.384318 -2.010503
1 990 450 85 63 1
2 1044 485 79 48 1
3 814 465 103 104 1
4 1152 483 104 52 1

28 4 1542800861.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800861412460.jpg
1492.277574 1174.224321 -2.014070
1 1003 446 101 71 1
2 1095 486 112 61 1
3 814 465 99 101 1
4 1223 483 143 65 1

29 4 1542800861.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800861912460.jpg
1490.243470 1169.968098 -2.013967
1 1025 440 122 82 1
2 1194 487 181 88 1
3 811 466 96 97 1
4 1345 483 220 89 1

30 4 1542800862.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800862412460.jpg
1488.176511 1165.645862 -2.015213
1 1053 432 152 97 1
2 1395 488 221 155 1
3 812 467 93 94 1
4 633 476 23 54 0

31 3 1542800862.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800862912460.jpg
1485.989353 1161.127192 -2.016337
1 1093 420 203 120 1
2 811 467 90 92 1
3 603 475 28 63 0

32 3 1542800863.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800863412460.jpg
1483.697011 1156.385676 -2.016935
1 1152 398 300 161 1
2 807 467 89 90 1
3 559 474 35 74 0

33 3 1542800863.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800863912460.jpg
1481.312016 1151.525455 -2.019005
1 1246 355 301 241 1
2 807 468 87 88 1
3 491 471 46 93 0

34 4 1542800864.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800864412460.jpg
1478.865469 1146.499663 -2.017932
1 1424 377 180 200 1
2 806 468 86 87 1
3 375 466 69 127 0
4 1038 483 27 35 1

35 3 1542800864.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800864912460.jpg
1476.341705 1141.305856 -2.016491
1 804 468 86 86 1
2 129 457 123 196 0
3 1081 483 36 42 1

36 3 1542800865.412815
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800865412815.jpg
1473.734019 1135.910044 -2.018010
1 798 468 86 86 1
2 1148 482 51 56 1
3 1000 480 58 42 1

37 3 1542800865.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800865912460.jpg
1471.073429 1130.429840 -2.020197
1 789 468 86 86 1
2 1267 482 88 82 1
3 1041 479 81 55 1

38 2 1542800866.412467
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800866412467.jpg
1468.327595 1124.826087 -2.021110
1 784 468 85 86 1
2 1117 477 131 80 1

39 2 1542800866.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800866912460.jpg
1465.565067 1119.203053 -2.019420
1 788 468 85 86 1
2 1303 471 286 146 1

40 1 1542800867.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800867412460.jpg
1462.772849 1113.500043 -2.018556
1 792 468 85 86 1

