41
1.72201  0.00475453  1.49491  0.507724  -0.497339  0.498372  -0.496483
1252.81  826.588  1252.81  469.985  
1 9 1535385092.112404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092112404.jpg
1772.143800 866.302868 0.022865
1 511 483 91 54 1
2 557 477 80 52 1
3 631 463 60 54 1
4 427 485 133 66 1
5 1206 466 393 122 1
6 1139 473 303 100 1
7 970 466 195 73 1
8 214 415 304 171 1
9 -17 452 182 181 1

2 8 1535385092.662404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092662404.jpg
1776.351032 866.385452 0.024589
1 468 483 108 61 1
2 528 476 92 58 1
3 615 462 67 58 1
4 355 486 166 77 1
5 1316 466 85 160 1
6 1215 471 399 129 1
7 1058 463 224 83 1
8 36 397 423 220 1

3 8 1535385093.162404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093162404.jpg
1780.429449 866.453117 0.024461
1 412 484 129 70 1
2 491 476 106 65 1
3 595 460 74 64 1
4 254 487 213 93 1
5 1330 474 98 171 1
6 1165 459 262 97 1
7 946 472 104 39 1
8 22 365 351 302 1

4 9 1535385093.612404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093612404.jpg
1784.244293 866.524341 0.025625
1 345 484 158 82 1
2 447 475 125 74 1
3 574 459 83 69 1
4 117 488 284 116 1
5 760 475 34 21 1
6 519 471 102 66 1
7 1304 454 319 114 1
8 956 471 112 42 1
9 26 394 224 227 1

5 8 1535385094.112404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094112404.jpg
1788.543972 866.599127 0.027904
1 235 485 212 100 1
2 382 474 154 87 1
3 547 456 95 77 1
4 51 490 240 157 1
5 761 474 35 23 1
6 477 470 122 75 1
7 1530 449 110 140 1
8 970 470 122 46 1

6 7 1535385094.512404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094512404.jpg
1791.968390 866.672479 0.031573
1 106 485 281 123 1
2 313 473 187 100 1
3 522 454 107 84 1
4 -18 492 170 139 1
5 764 474 35 23 1
6 437 469 141 84 1
7 984 469 131 50 1

7 9 1535385094.912404
../data/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094912404.jpg
1795.378243 866.757318 0.033867
1 105 486 197 155 1
2 217 472 235 119 1
3 491 451 122 94 1
4 589 475 73 50 1
5 765 474 36 24 1
6 615 474 67 46 1
7 384 467 167 96 1
