41
1.70079  0.0159456  1.51096  0.499802  -0.503032  0.49978  -0.497371
1266.42  816.267  1266.42  491.507  
1 3 1542800367.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800367912460.jpg
608.852239 2011.259694 -1.572953
1 333 479 115 48 1
2 434 472 215 86 1
3 63 467 253 197 1

2 5 1542800368.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800368412460.jpg
609.162880 2008.156215 -1.336455
1 748 478 142 59 1
2 458 478 64 35 1
3 848 468 288 115 1
4 153 469 271 172 1
5 532 479 130 61 1

3 6 1542800368.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800368912460.jpg
610.265236 2005.027258 -1.110852
1 1226 476 251 89 1
2 793 477 76 42 1
3 1408 465 137 144 1
4 555 482 89 50 1
5 375 471 201 151 1
6 880 478 170 77 1

4 5 1542800369.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800369412460.jpg
612.068488 2001.975883 -0.929056
1 892 481 92 47 1
2 1108 476 107 53 1
3 765 482 79 46 1
4 573 472 174 134 1
5 1262 475 302 117 1

5 5 1542800369.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800369912460.jpg
614.583510 1998.986934 -0.798435
1 1105 480 125 60 1
2 1444 472 190 78 1
3 900 482 71 44 1
4 708 473 162 124 1
5 1025 482 81 43 1

6 5 1542800370.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800370412460.jpg
617.589805 1995.965328 -0.757548
1 1250 479 188 80 1
2 1049 481 72 39 1
3 939 482 71 41 1
4 743 474 154 118 1
5 1132 482 103 50 1

7 5 1542800370.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800370912460.jpg
620.985100 1992.730341 -0.746535
1 1452 477 179 121 1
2 1093 480 90 47 1
3 951 483 55 39 1
4 747 474 150 115 1
5 1217 481 142 64 1

8 5 1542800371.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800371412460.jpg
624.669729 1989.268756 -0.741062
1 1159 479 122 60 1
2 954 483 52 37 1
3 767 474 146 112 1
4 1357 480 231 91 1
5 1319 474 97 50 1

9 7 1542800371.912471
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800371912471.jpg
628.525697 1985.702582 -0.739059
1 1257 477 187 82 1
2 1006 482 32 21 1
3 953 483 50 36 1
4 759 475 142 109 1
5 1147 481 88 47 1
6 1600 479 30 111 1
7 1444 471 140 64 1

10 7 1542800372.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800372362460.jpg
632.177810 1982.344595 -0.737094
1 1110 482 67 39 1
2 1432 474 159 121 1
3 1019 482 34 23 1
4 943 483 48 34 1
5 769 475 140 107 1
6 1209 481 117 57 1
7 1600 469 26 73 1

11 5 1542800372.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800372912460.jpg
636.775107 1978.096611 -0.739106
1 1159 482 87 47 1
2 1034 482 39 25 1
3 938 483 45 32 1
4 764 475 137 105 1
5 1327 479 190 82 1

12 4 1542800373.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800373412460.jpg
641.040173 1974.164238 -0.739096
1 1236 482 120 58 1
2 1051 482 46 28 1
3 931 483 42 31 1
4 761 475 136 104 1

13 6 1542800373.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800373912460.jpg
645.508006 1969.979645 -0.744085
1 1350 481 188 81 1
2 1137 482 71 34 1
3 1066 481 54 33 1
4 1202 477 102 57 1
5 926 483 40 30 1
6 766 475 136 104 1

14 5 1542800374.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800374412460.jpg
649.999432 1965.795888 -0.743546
1 1218 482 100 42 1
2 1101 481 65 37 1
3 1307 475 157 77 1
4 925 483 40 29 1
5 765 475 137 105 1

15 5 1542800374.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800374912460.jpg
654.516807 1961.596386 -0.741765
1 1352 481 154 58 1
2 1148 480 82 45 1
3 1490 470 148 118 1
4 917 483 38 28 1
5 763 475 136 104 1

16 5 1542800375.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800375412460.jpg
659.136223 1957.315030 -0.741084
1 1112 484 70 37 1
2 1600 480 49 79 1
3 1219 480 112 54 1
4 914 483 38 27 1
5 762 475 135 104 1

17 4 1542800375.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800375912460.jpg
663.742930 1953.034068 -0.744816
1 1175 483 93 46 1
2 1329 478 171 73 1
3 905 483 37 27 1
4 755 475 134 102 1

18 3 1542800376.412496
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800376412496.jpg
668.378923 1948.737445 -0.742709
1 1272 483 137 61 1
2 898 483 35 26 1
3 756 475 132 101 1

19 3 1542800376.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800376912460.jpg
673.040894 1944.404954 -0.747034
1 1437 483 156 89 1
2 886 483 34 25 1
3 749 475 130 100 1

20 4 1542800377.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800377412460.jpg
677.764481 1939.994090 -0.748403
1 1224 478 130 63 1
2 873 483 34 24 1
3 1153 423 161 92 1
4 742 475 130 100 1

21 4 1542800377.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800377862460.jpg
682.010131 1935.990752 -0.749290
1 1347 476 205 87 1
2 865 483 33 24 1
3 1199 415 192 105 1
4 737 475 129 99 1

22 3 1542800378.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800378362460.jpg
686.794110 1931.515804 -0.747587
1 852 483 33 23 1
2 1265 403 246 123 1
3 731 476 127 97 1

23 4 1542800378.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800378862460.jpg
691.729414 1926.906197 -0.748478
1 1101 479 60 42 1
2 840 483 33 23 1
3 1338 385 233 150 1
4 721 476 127 98 1

24 4 1542800379.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg
696.779474 1922.179801 -0.747600
1 1186 478 92 55 1
2 831 483 33 22 1
3 1448 395 82 135 1
4 711 475 129 99 1

25 7 1542800379.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg
701.907789 1917.413347 -0.738653
1 909 480 27 22 1
2 947 480 39 27 1
3 1351 475 166 82 1
4 834 483 33 22 1
5 715 475 130 100 1
6 1055 477 87 50 1
7 967 475 55 41 1

26 6 1542800380.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg
707.192885 1912.623353 -0.730009
1 929 480 32 24 1
2 976 479 48 32 1
3 835 483 32 21 1
4 711 475 132 101 1
5 1149 474 131 70 1
6 1027 473 77 53 1

27 6 1542800380.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380912460.jpg
713.028504 1907.379122 -0.718950
1 964 479 39 29 1
2 1027 478 63 41 1
3 830 483 33 21 1
4 712 475 136 101 1
5 1374 468 142 119 1
6 1124 469 116 71 1

28 5 1542800381.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg
718.513310 1902.556574 -0.708709
1 1004 478 48 35 1
2 1101 476 91 54 1
3 1196 479 89 44 1
4 717 475 138 103 1
5 1279 462 203 106 1

29 4 1542800381.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg
723.587650 1898.175950 -0.699901
1 1054 477 62 42 1
2 1219 473 152 78 1
3 1320 477 133 58 1
4 720 475 141 104 1

30 3 1542800382.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg
729.287277 1893.310824 -0.690754
1 1134 474 91 57 1
2 1451 469 123 105 1
3 723 475 145 105 1

31 4 1542800382.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg
734.942125 1888.604390 -0.680836
1 1055 483 47 28 1
2 1269 470 157 84 1
3 1118 484 72 40 1
4 733 475 146 106 1

32 3 1542800383.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg
740.667664 1883.919553 -0.677802
1 1099 482 62 36 1
2 1212 484 111 54 1
3 735 475 146 107 1

33 3 1542800383.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg
746.448445 1879.234858 -0.672216
1 1168 482 88 46 1
2 1396 484 213 86 1
3 741 475 148 107 1

34 3 1542800384.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800384362460.jpg
752.181218 1874.600345 -0.669238
1 1297 481 149 68 1
2 748 475 148 108 1
3 1052 446 99 79 1

35 3 1542800384.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800384912460.jpg
758.511980 1869.555531 -0.668508
1 1600 479 33 104 1
2 768 475 143 107 1
3 1094 438 126 96 1

36 3 1542800385.412460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800385412460.jpg
764.267139 1864.946051 -0.668544
1 1237 475 112 58 1
2 780 475 140 106 1
3 1140 428 166 117 1

37 3 1542800385.912460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800385912460.jpg
770.071255 1860.292246 -0.672420
1 1395 470 204 88 1
2 788 475 139 106 1
3 1208 411 233 151 1

38 2 1542800386.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800386362460.jpg
775.284973 1856.059363 -0.682164
1 791 475 138 106 1
2 1290 386 349 204 1

39 1 1542800386.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800386862460.jpg
781.048614 1851.284676 -0.691682
1 790 475 137 105 1

40 1 1542800387.362460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800387362460.jpg
786.792139 1846.395741 -0.708634
1 775 475 136 105 1

41 1 1542800387.862460
../data/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800387862460.jpg
792.490123 1841.397756 -0.720775
1 777 475 137 105 1

