41
1  11  1535657108.301401
334.539851 658.702531 2.879708
1  362.146731 648.677053 1.964000  2.790335 8.879313 3.078000  2.849152
2  339.247523 659.909819 0.573000  0.669555 0.553572 1.017000  2.853532
3  341.066896 661.899601 0.526000  0.385844 0.445628 1.221000  -1.942028
4  323.971434 664.753523 0.389000  0.880434 0.471465 1.135000  2.491030
5  330.917172 641.241491 1.158000  1.877311 4.507811 1.723000  2.400365
6  345.985665 655.731028 1.196000  2.014149 4.955807 2.000000  2.898023
7  349.428878 634.506587 1.725000  2.011461 4.340842 1.563000  -2.356849
8  300.238529 691.658280 1.008000  3.165493 13.580305 3.606000  -2.249513
9  321.022567 668.066189 0.879000  2.186334 4.384453 2.347000  -0.547656
10  344.877174 628.466069 1.712000  2.047506 3.853943 1.555000  2.413636
11  348.313313 646.032353 1.444000  2.127850 5.614492 1.996000  2.855406

2  11  1535657108.801262
332.079758 659.418857 2.851366
1  358.289552 650.086433 1.978000  2.741076 8.772743 3.078000  2.803439
2  339.464929 659.740375 0.607000  0.538959 0.639069 1.017000  2.839058
3  340.566471 662.130099 0.576000  0.369151 0.554920 1.221000  -1.879728
4  324.033035 664.329148 0.395000  0.970911 0.771584 1.135000  2.555037
5  330.728239 640.905631 1.212000  2.124907 4.419799 1.723000  2.453496
6  342.797907 656.592066 1.180000  1.941967 4.901484 2.000000  2.903862
7  349.266236 634.568435 1.748000  1.947989 4.144251 1.563000  -2.382459
8  299.902442 690.733436 1.008000  2.887175 13.800246 3.606000  -2.268484
9  321.025712 668.046820 0.885000  2.109268 4.752594 2.347000  -0.529447
10  345.277514 628.165017 1.780000  1.842597 3.903049 1.555000  2.455193
11  347.440547 646.517911 1.482000  2.081145 5.584909 1.996000  2.782039

3  11  1535657109.301132
329.647494 660.196689 2.828707
1  354.796646 651.414935 1.992000  2.888325 8.916035 3.078000  2.825452
2  339.228465 659.907210 0.640000  0.596376 0.714191 1.017000  2.840074
3  340.506693 661.813340 0.626000  0.448351 0.546483 1.221000  -1.934226
4  324.185740 664.516581 0.402000  1.012668 0.696263 1.135000  2.539387
5  331.158301 640.883726 1.267000  2.188066 4.685302 1.723000  2.427813
6  339.997535 657.259600 1.165000  2.284005 4.783819 2.000000  2.951205
7  349.113159 634.550606 1.771000  1.943109 4.210892 1.563000  -2.344410
8  299.405141 688.783120 1.008000  3.023791 13.342689 3.606000  -2.290182
9  321.048898 667.772320 0.891000  2.201800 4.644739 2.347000  -0.510171
10  345.077876 628.051398 1.849000  2.022284 3.666491 1.555000  2.387728
11  348.008178 645.909723 1.520000  2.048693 5.575895 1.996000  2.729113

4  12  1535657109.801064
327.233834 661.025514 2.817706
1  287.961488 668.497703 0.723000  2.487070 5.239768 1.975000  0.908699
2  352.517477 651.517067 1.992000  2.677655 8.853193 3.078000  2.774732
3  339.527736 659.747076 0.674000  0.535247 0.704320 1.017000  2.866267
4  340.787372 661.852522 0.676000  0.510362 0.506496 1.221000  -1.945571
5  324.189339 664.560194 0.409000  0.723048 0.573435 1.135000  2.539811
6  330.846543 640.907483 1.322000  2.044251 4.581739 1.723000  2.419615
7  337.968985 658.084343 1.149000  1.954263 4.850971 2.000000  2.854630
8  349.440254 634.681523 1.794000  2.055317 4.195437 1.563000  -2.251403
9  297.712615 688.120932 1.008000  3.399221 13.870046 3.606000  -2.182652
10  321.007352 667.792872 0.897000  2.212623 4.535878 2.347000  -0.517734
11  345.137395 628.000202 1.917000  1.941887 3.591032 1.555000  2.571330
12  347.826571 646.095624 1.559000  2.029252 5.504737 1.996000  2.764139

5  12  1535657110.200261
325.362312 661.686833 2.815673
1  288.912231 671.004896 0.687000  2.306428 5.555743 1.975000  0.946929
2  350.030624 652.546334 1.991000  2.896120 8.708226 3.078000  2.809119
3  339.206658 659.965099 0.701000  0.731698 0.636627 1.017000  2.828783
4  340.710453 661.982574 0.720000  0.422458 0.480458 1.221000  -1.904543
5  324.219966 664.329371 0.415000  0.890209 0.837472 1.135000  2.570276
6  331.198831 641.044733 1.366000  2.080198 4.440987 1.723000  2.440680
7  335.344669 658.636956 1.133000  2.035362 4.737314 2.000000  2.880943
8  348.607238 634.334096 1.812000  2.050028 4.388389 1.563000  -2.399165
9  297.832371 687.808814 1.008000  3.570998 13.932362 3.606000  -2.248640
10  320.799229 667.936056 0.902000  2.124820 4.531205 2.347000  -0.533487
