41
1  14  1542800367.947576
608.858751 2011.052220 -1.557497
1  625.757782 1963.150595 1.036000  1.829312 4.847920 1.673000  2.526626
2  611.161356 2024.849242 0.253000  2.018610 4.369791 1.636000  -2.150493
3  615.434016 1981.219402 0.787000  2.148672 4.870134 1.749000  2.386867
4  615.510262 2038.490122 -0.469000  2.281446 4.550281 1.679000  0.966764
5  598.325616 1999.232585 0.850000  1.856265 5.014603 1.595000  2.020707
6  595.529674 2023.982472 1.163000  2.066641 5.299133 2.121000  -0.034370
7  597.846902 2006.912436 0.863000  1.974608 4.322319 1.564000  1.486960
8  626.982734 1978.799651 0.976000  2.068621 4.596020 1.570000  -0.662109
9  616.303439 1996.490741 0.788000  1.973815 4.637678 1.650000  -0.746858
10  600.841360 2015.816806 0.893000  1.966431 4.632193 1.638000  1.107279
11  608.043595 2021.058555 0.511000  1.674571 4.192853 1.544000  -2.183989
12  630.835521 2057.989057 -2.321000  1.982768 4.138803 1.553000  1.009188
13  628.843112 1969.747095 1.056000  2.144253 4.828421 1.641000  2.376175
14  640.415119 1970.275662 1.143000  1.797413 4.274990 1.490000  -0.778960

2  16  1542800368.447460
609.227471 2007.957511 -1.320414
1  619.256753 1969.167874 0.736000  1.965237 4.785291 1.673000  2.476791
2  643.851205 1955.582115 0.186000  1.386663 5.134081 1.613000  2.430318
3  610.804730 2024.988516 0.303000  2.072356 4.571257 1.636000  -2.146712
4  642.373601 1945.050503 0.736000  1.754072 4.576175 1.792000  2.463867
5  612.422227 1984.583656 0.810000  2.018823 4.875835 1.749000  2.386083
6  619.011366 2043.607855 -1.204000  2.071243 4.404562 1.679000  1.018487
7  597.195312 2002.368766 0.999000  1.951718 5.078569 1.595000  1.769074
8  595.585710 2024.028805 1.363000  2.093476 5.241838 2.121000  -0.020707
9  598.336767 2009.395580 0.984000  1.994589 4.477752 1.564000  1.405075
10  632.194147 1973.477702 1.028000  2.107276 4.465355 1.570000  -0.518164
11  588.645785 2026.637737 1.541000  2.071519 4.571751 1.718000  -0.524709
12  619.170945 1993.528625 0.600000  2.128721 4.732216 1.650000  -0.742993
13  602.573132 2018.947743 0.943000  1.977553 4.774637 1.638000  1.061509
14  608.145885 2021.088928 0.511000  1.912623 4.197286 1.544000  -2.152133
15  633.761269 2062.187900 -2.721000  1.932965 4.024577 1.553000  1.041143
16  625.224696 1971.988140 0.772000  2.317599 4.486781 1.641000  2.366533

3  18  1542800368.948430
610.384463 2004.811594 -1.098554
1  613.715426 1975.227221 0.786000  1.995801 4.804601 1.673000  2.454278
2  677.819084 1919.321002 0.626000  2.449367 4.123788 1.582000  1.906160
3  640.747553 1959.045771 0.337000  2.134715 5.062395 1.613000  2.298438
4  610.612132 2025.395577 0.175000  2.251353 4.638369 1.636000  -2.112877
5  539.716735 2061.436119 2.780000  1.118751 3.819963 1.844000  -0.250526
6  637.308582 1951.753838 0.736000  1.976920 4.701051 1.792000  2.213767
7  609.445249 1987.456816 0.833000  2.264691 4.947513 1.749000  2.357919
8  622.233408 2048.284337 -1.941000  2.553572 4.781248 1.679000  0.961698
9  597.136480 2005.094018 1.149000  2.084968 5.033409 1.595000  1.535500
