41
1 40 1535489296.047917
1  0  1292.802000 1030.629000 0.465000 0.552000 0.918000 1.739000 0.707801
2  0  1295.125000 1032.757000 0.415000 0.677000 0.834000 1.658000 0.707801
3  1  1308.987000 1052.606000 1.402000 0.525000 1.622000 1.696000 0.882002
4  0  1277.910000 1072.348000 0.912000 0.547000 0.718000 1.325000 0.943612
5  1  1331.381000 1089.942000 3.241000 2.016000 4.752000 1.758000 0.908392
6  0  1298.941000 1037.322000 0.569000 0.612000 0.798000 1.560000 0.376188
7  2  1328.425000 1052.566000 1.310000 2.905000 0.440000 0.920000 -2.929413
8  2  1331.484000 1043.453000 0.760000 3.025000 0.396000 1.021000 -2.669080
9  2  1337.482000 1035.208000 0.186000 3.586000 0.413000 0.973000 -2.389338
10  2  1299.491000 1037.485000 0.277000 0.466000 0.689000 0.842000 0.376188
11  1  1334.824000 1094.850000 3.199000 1.971000 4.574000 1.499000 0.856032
12  2  1330.066000 1046.334000 0.969000 3.034000 0.395000 0.940000 -2.685276
13  2  1351.279000 1022.468000 0.048000 3.277000 0.533000 0.957000 -2.264931
14  1  1269.546000 1024.852000 1.042000 2.725000 9.584000 3.172000 0.893504
15  1  1321.516000 1033.801000 1.008000 1.979000 4.782000 1.954000 2.395883
16  1  1257.186000 1029.020000 0.276000 2.010000 4.529000 1.704000 -2.285701
17  1  1283.160000 1030.691000 0.359000 2.029000 4.686000 1.569000 0.753406
18  1  1340.580000 1102.095000 3.358000 2.170000 4.756000 1.917000 0.908392
19  0  1242.387000 1096.596000 1.312000 0.673000 0.639000 1.821000 -0.637696
20  1  1325.647000 1026.158000 1.972000 2.330000 14.010000 3.889000 2.438434
21  2  1342.828000 1030.123000 -0.019000 3.277000 0.535000 0.909000 -2.299698
22  2  1328.982000 1049.561000 1.089000 3.062000 0.416000 0.979000 -2.964320
23  1  1319.410000 1031.387000 1.821000 2.339000 6.418000 3.964000 2.459815
24  1  1365.108000 1014.952000 0.254000 2.020000 4.590000 1.687000 0.794736
25  0  1298.993000 1034.258000 0.529000 0.692000 0.756000 1.752000 0.707801
26  2  1340.124000 1032.575000 0.154000 3.280000 0.533000 0.910000 -2.371885
