40
1 21 1538448744.447639
1  1  1901.587000 2499.959000 1.040000 2.073000 4.456000 1.617000 -0.804876
2  1  1916.196000 2466.934000 1.443000 2.115000 4.659000 1.756000 -0.898810
3  1  1843.257000 2538.618000 -0.551000 2.052000 5.751000 1.998000 -0.838893
4  0  1869.680000 2475.908000 1.039000 0.809000 0.737000 1.715000 2.262261
5  0  1866.270000 2481.021000 0.817000 0.809000 0.737000 1.658000 2.262261
6  1  1904.106000 2453.654000 2.215000 1.834000 4.455000 1.578000 2.299262
7  0  1855.648000 2492.891000 0.267000 0.809000 0.737000 1.658000 2.262261
8  2  1886.678000 2454.636000 1.962000 1.813000 0.636000 0.994000 0.794160
9  1  1918.102000 2509.823000 1.590000 2.932000 6.855000 2.217000 -2.004650
10  1  1912.947000 2504.277000 1.590000 2.932000 6.855000 2.217000 -1.952290
11  1  1873.399000 2506.519000 1.517000 2.846000 12.900000 4.581000 -0.767282
12  1  1897.484000 2456.102000 2.158000 2.060000 4.398000 1.754000 2.351622
13  1  1857.008000 2517.991000 -0.357000 1.615000 4.448000 1.474000 -0.825177
14  1  1877.406000 2506.826000 0.051000 1.876000 4.319000 1.704000 -0.794404
15  1  1923.205000 2504.092000 1.421000 2.129000 4.584000 1.591000 -1.074390
16  1  1867.986000 2505.907000 0.112000 1.879000 4.496000 1.527000 -0.819642
17  1  1909.588000 2491.564000 1.248000 2.066000 4.502000 1.865000 -0.839783
18  1  1930.888000 2425.670000 3.229000 1.883000 4.398000 1.627000 2.334168
19  0  1860.470000 2488.368000 0.617000 0.809000 0.737000 1.658000 2.262261
20  0  1859.476000 2487.844000 0.477000 0.809000 0.737000 1.658000 2.262261
21  1  1909.947000 2510.964000 0.965000 2.732000 5.837000 2.000000 -1.894695

2 22 1538448745.047596
1  1  1901.566000 2499.981000 1.240000 2.073000 4.456000 1.617000 -0.804876
2  1  1921.186000 2460.662000 2.043000 2.115000 4.659000 1.756000 -0.898810
3  1  1847.727000 2533.368000 -0.252000 2.052000 5.751000 1.998000 -0.838893
4  0  1869.121000 2476.584000 1.389000 0.809000 0.737000 1.715000 2.262261
5  0  1865.675000 2481.739000 1.031000 0.809000 0.737000 1.658000 2.262261
6  1  1897.838000 2460.219000 2.156000 1.834000 4.455000 1.578000 2.304247
7  0  1855.098000 2493.555000 0.467000 0.809000 0.737000 1.658000 2.262261
22  1  1807.911000 2559.964000 -0.854000 2.097000 5.259000 2.124000 2.251265
8  2  1886.766000 2454.725000 2.234000 1.813000 0.636000 0.994000 0.776706
23  1  1835.457000 2530.979000 -0.600000 1.983000 4.579000 1.626000 2.250579
11  1  1876.680000 2503.692000 1.833000 2.846000 12.900000 4.581000 -0.721477
12  1  1892.278000 2461.477000 2.146000 2.060000 4.398000 1.754000 2.326698
13  1  1862.670000 2511.799000 0.166000 1.615000 4.448000 1.474000 -0.825177
24  0  1873.111000 2514.951000 1.315000 0.432000 0.360000 2.000000 2.419183
14  1  1877.334000 2506.747000 0.294000 1.876000 4.319000 1.704000 -0.708716
16  1  1872.921000 2500.883000 0.496000 1.879000 4.496000 1.527000 -0.772037
25  1  1813.343000 2565.451000 -0.995000 1.850000 4.614000 1.800000 -1.500268
18  1  1923.884000 2433.112000 3.240000 1.883000 4.398000 1.627000 2.347255
19  0  1859.737000 2489.254000 0.667000 0.809000 0.737000 1.658000 2.262261
20  0  1858.947000 2488.471000 0.717000 0.809000 0.737000 1.658000 2.262261
26  0  1862.786000 2530.167000 -0.402000 0.355000 0.414000 1.784000 2.419183
27  1  1819.456000 2550.010000 -0.579000 2.077000 4.579000 1.794000 2.228443

3 21 1538448745.547460
1  1  1901.548000 2499.999000 1.407000 2.073000 4.456000 1.617000 -0.804876
3  1  1851.690000 2528.728000 0.148000 2.052000 5.751000 1.998000 -0.838893
4  0  1868.654000 2477.148000 1.530000 0.809000 0.737000 1.715000 2.262261
5  0  1865.180000 2482.337000 1.210000 0.809000 0.737000 1.658000 2.262261
6  1  1892.616000 2465.688000 2.107000 1.834000 4.455000 1.578000 2.308400
7  0  1854.597000 2494.197000 0.634000 0.809000 0.737000 1.658000 2.262261
22  1  1804.558000 2563.859000 -0.725000 2.097000 5.259000 2.124000 2.251265
8  2  1886.838000 2454.799000 2.268000 1.813000 0.636000 0.994000 0.785428
23  1  1831.738000 2535.381000 -0.475000 1.983000 4.579000 1.626000 2.250579
11  1  1879.510000 2501.454000 2.095000 2.846000 12.900000 4.581000 -0.683315
12  1  1887.968000 2465.980000 2.137000 2.060000 4.398000 1.754000 2.305933
13  1  1867.127000 2506.886000 0.450000 1.615000 4.448000 1.474000 -0.825177
24  0  1872.613000 2515.898000 1.315000 0.432000 0.360000 2.000000 2.419183
14  1  1877.279000 2506.677000 0.497000 1.876000 4.319000 1.704000 -0.637324
16  1  1876.863000 2497.172000 0.808000 1.879000 4.496000 1.527000 -0.749828
25  1  1813.270000 2565.128000 -0.745000 1.850000 4.614000 1.800000 -1.500268
18  1  1918.049000 2439.312000 3.250000 1.883000 4.398000 1.627000 2.358159
19  0  1859.161000 2489.950000 0.855000 0.809000 0.737000 1.658000 2.262261
20  0  1858.429000 2489.086000 0.917000 0.809000 0.737000 1.658000 2.262261
26  0  1862.146000 2530.658000 -0.206000 0.355000 0.414000 1.784000 2.419183
27  1  1817.598000 2552.158000 -0.479000 2.077000 4.579000 1.794000 2.228443

4 23 1538448746.047898
1  1  1901.531000 2500.018000 1.574000 2.073000 4.456000 1.617000 -0.804876
3  1  1855.661000 2524.133000 0.447000 2.052000 5.751000 1.998000 -0.838893
4  0  1868.187000 2477.712000 1.722000 0.809000 0.737000 1.715000 2.262261
28  1  1817.513000 2539.957000 0.058000 0.702000 2.072000 1.619000 2.807310
5  0  1864.684000 2482.936000 1.389000 0.809000 0.737000 1.658000 2.262261
6  1  1887.387000 2471.164000 2.057000 1.834000 4.455000 1.578000 2.312557
7  0  1854.096000 2494.841000 0.801000 0.809000 0.737000 1.658000 2.262261
29  1  1852.246000 2564.125000 -0.443000 1.868000 4.199000 1.816000 2.710008
22  1  1801.201000 2567.758000 -0.596000 2.097000 5.259000 2.124000 2.251265
8  2  1886.911000 2454.874000 2.301000 1.813000 0.636000 0.994000 0.794160
23  1  1828.016000 2539.789000 -0.350000 1.983000 4.579000 1.626000 2.250579
11  1  1882.122000 2499.562000 2.408000 2.846000 12.900000 4.581000 -0.645109
12  1  1883.667000 2470.502000 2.128000 2.060000 4.398000 1.754000 2.285144
13  1  1871.339000 2502.264000 0.904000 1.615000 4.448000 1.474000 -0.825177
24  0  1872.091000 2516.452000 1.315000 0.432000 0.360000 2.000000 2.419183
14  1  1877.328000 2506.751000 0.700000 1.876000 4.319000 1.704000 -0.567511
16  1  1880.720000 2493.681000 1.271000 1.879000 4.496000 1.527000 -0.749828
25  1  1813.221000 2565.071000 -0.577000 1.850000 4.614000 1.800000 -1.500268
18  1  1912.208000 2445.520000 3.259000 1.883000 4.398000 1.627000 2.369075
19  0  1858.584000 2490.647000 1.042000 0.809000 0.737000 1.658000 2.262261
20  0  1857.911000 2489.702000 1.117000 0.809000 0.737000 1.658000 2.262261
26  0  1861.506000 2531.150000 -0.009000 0.355000 0.414000 1.784000 2.419183
27  1  1813.427000 2557.300000 -0.279000 2.077000 4.579000 1.794000 2.228443

5 23 1538448746.548329
1  1  1901.513000 2500.036000 1.741000 2.073000 4.456000 1.617000 -0.804876
3  1  1859.631000 2519.538000 0.647000 2.052000 5.751000 1.998000 -0.838893
4  0  1867.720000 2478.276000 1.939000 0.809000 0.737000 1.715000 2.262261
28  1  1816.703000 2540.386000 0.173000 0.702000 2.072000 1.619000 2.798573
5  0  1864.188000 2483.535000 1.567000 0.809000 0.737000 1.658000 2.262261
30  1  1811.441000 2574.960000 -0.473000 1.957000 4.751000 1.592000 -0.873799
6  1  1882.247000 2476.720000 2.008000 1.834000 4.455000 1.578000 2.316715
7  0  1853.595000 2495.484000 0.968000 0.809000 0.737000 1.658000 2.262261
29  1  1852.326000 2564.088000 -0.743000 1.868000 4.199000 1.816000 2.710008
22  1  1797.700000 2572.030000 -0.433000 2.097000 5.259000 2.124000 2.251265
23  1  1823.826000 2544.548000 -0.226000 1.983000 4.579000 1.626000 2.250579
11  1  1884.444000 2497.788000 2.721000 2.846000 12.900000 4.581000 -0.621848
12  1  1879.366000 2475.023000 2.118000 2.060000 4.398000 1.754000 2.264355
13  1  1875.460000 2497.877000 1.282000 1.615000 4.448000 1.474000 -0.825177
24  0  1871.580000 2516.895000 1.315000 0.432000 0.360000 2.000000 2.419183
14  1  1877.330000 2506.750000 0.903000 1.876000 4.319000 1.704000 -0.593720
16  1  1884.122000 2490.758000 1.583000 1.879000 4.496000 1.527000 -0.680015
25  1  1813.172000 2565.015000 -0.408000 1.850000 4.614000 1.800000 -1.500268
18  1  1906.027000 2451.926000 3.159000 1.883000 4.398000 1.627000 2.355097
19  0  1858.007000 2491.344000 1.230000 0.809000 0.737000 1.658000 2.262261
20  0  1857.392000 2490.318000 1.317000 0.809000 0.737000 1.658000 2.262261
26  0  1860.866000 2531.642000 0.187000 0.355000 0.414000 1.784000 2.419183
27  1  1808.816000 2562.999000 -0.154000 2.077000 4.579000 1.794000 2.226259

6 22 1538448747.047643
3  1  1864.213000 2514.424000 1.135000 2.052000 5.751000 1.998000 -0.838893
4  0  1867.254000 2478.839000 2.106000 0.809000 0.737000 1.715000 2.262261
28  1  1815.894000 2540.814000 0.288000 0.702000 2.072000 1.619000 2.789856
5  0  1863.693000 2484.133000 1.747000 0.809000 0.737000 1.658000 2.262261
30  1  1814.647000 2570.443000 -0.296000 1.957000 4.751000 1.592000 -0.873799
6  1  1877.169000 2482.472000 1.996000 1.834000 4.455000 1.578000 2.325453
7  0  1853.163000 2496.042000 1.147000 0.809000 0.737000 1.658000 2.262261
29  1  1852.326000 2564.088000 -0.617000 1.868000 4.199000 1.816000 2.710008
22  1  1794.206000 2576.292000 -0.271000 2.097000 5.259000 2.124000 2.251265
23  1  1819.745000 2549.324000 -0.101000 1.983000 4.579000 1.626000 2.250579
11  1  1886.611000 2496.061000 2.934000 2.846000 12.900000 4.581000 -0.645095
