41
1  40  1535489296.047917
1316.378176 1038.593668 2.413943
1  1293.083016 1030.579177 0.465000  0.601501 1.061095 1.739000  0.693688
2  1295.137062 1032.893601 0.415000  0.818598 0.795972 1.658000  0.706230
3  1308.729863 1052.362729 1.402000  0.366628 1.469737 1.696000  0.879866
4  1277.715481 1072.437521 0.912000  0.286114 0.452890 1.325000  0.977698
5  1330.982278 1090.292833 3.241000  1.972698 4.925549 1.758000  0.958725
6  1298.889317 1037.326188 0.569000  0.716880 0.720702 1.560000  0.387646
7  1328.165147 1052.689523 1.310000  2.858759 0.280116 0.920000  -2.947630
8  1331.652544 1043.493640 0.760000  2.916390 0.315809 1.021000  -2.668122
9  1337.675887 1034.889136 0.186000  3.413672 0.333944 0.973000  -2.408011
10  1299.504704 1037.588440 0.277000  0.405341 0.777337 0.842000  0.308274
11  1334.137702 1095.047255 3.199000  2.272979 4.634195 1.499000  0.823808
12  1330.127682 1046.450406 0.969000  3.125125 0.372260 0.940000  -2.672821
13  1351.508626 1022.934988 0.048000  3.165449 0.195099 0.957000  -2.194658
14  1269.384066 1024.701678 1.042000  2.746587 9.083523 3.172000  0.989109
15  1321.338207 1033.877045 1.008000  1.754621 4.756097 1.954000  2.379329
16  1257.211104 1028.897719 0.276000  2.037034 4.639671 1.704000  -2.308743
17  1283.288317 1030.835857 0.359000  1.931694 4.782432 1.569000  0.762476
18  1342.326101 1101.937999 3.358000  2.174698 4.559839 1.917000  0.871084
19  1240.343450 1097.375768 1.312000  0.960385 0.364251 1.821000  -0.665608
20  1325.169456 1026.168639 1.972000  2.361261 13.945037 3.889000  2.451827
21  1342.894938 1030.310798 -0.019000  3.162445 0.437509 0.909000  -2.298488
22  1329.176431 1049.918497 1.089000  3.146259 0.377615 0.979000  -2.976224
23  1319.285268 1031.116947 1.821000  2.359902 6.437805 3.964000  2.399146
24  1364.802820 1015.489926 0.254000  1.719228 4.641935 1.687000  0.902355
25  1298.997712 1034.768667 0.529000  0.816740 0.771037 1.752000  0.705930
26  1340.157348 1032.416140 0.154000  3.353961 0.517102 0.910000  -2.344064
27  1273.622489 1072.127285 0.908000  3.100634 0.821254 0.944000  -2.338640
28  1334.938529 1038.043916 0.407000  3.168368 0.540948 0.916000  -2.511908
29  1345.400394 1027.852752 -0.246000  3.140289 0.499779 0.910000  -2.305347
30  1297.202670 1033.733667 0.358000  0.675786 0.894949 1.627000  0.737423
31  1178.671387 1121.658920 2.116000  0.986701 4.441041 1.748000  -0.379373
32  1327.183101 1029.743481 0.897000  1.978970 4.626449 1.494000  2.394616
33  1276.912530 1033.299129 0.322000  2.196018 4.374963 1.387000  0.831614
34  1274.797456 1020.326261 0.905000  2.331646 7.546914 2.811000  0.725089
35  1293.295491 1032.925412 0.388000  0.875764 0.890081 1.682000  0.448739
36  1185.043423 1120.496306 2.366000  0.590917 2.874887 1.981000  -0.297655
37  1242.042195 1064.432359 1.156000  0.854675 0.062703 1.986000  -0.580556
38  1294.961121 1034.629071 0.416000  0.796551 0.996749 1.909000  0.663888
39  1332.986242 1040.398415 0.635000  2.930658 0.398176 0.972000  -2.493551
40  1313.085568 1037.010876 0.652000  1.979880 4.743293 1.473000  2.377289

2  44  1535489296.547795
1316.378190 1038.593664 2.413941
1  1293.056002 1031.041854 0.493000  0.401010 0.940817 1.739000  0.712608
2  1295.495325 1033.536374 0.415000  0.818104 0.754364 1.658000  0.741381
3  1310.459249 1054.077093 1.502000  0.418917 1.767512 1.696000  0.897319
4  1277.659052 1071.841601 0.912000  0.521809 0.744502 1.325000  0.942432
5  1275.723412 1070.718990 0.876000  2.876290 0.322093 0.952000  -2.194347
6  1330.226133 1090.311151 3.241000  1.851733 4.530036 1.758000  0.762879
7  1299.391211 1037.703027 0.594000  0.735353 0.789629 1.560000  0.466792
8  1328.214447 1052.698387 1.310000  3.028715 0.511925 0.920000  -2.982117
