41
1 14 1542800367.947576
1  1  625.516000 1962.967000 1.036000 1.928000 4.916000 1.673000 2.403685
2  1  610.922000 2024.855000 0.253000 2.056000 4.490000 1.636000 -2.144922
3  1  615.601000 1981.356000 0.787000 2.200000 5.020000 1.749000 2.405960
4  1  615.895000 2038.673000 -0.469000 2.200000 4.545000 1.679000 1.000754
5  1  598.243000 1999.183000 0.850000 2.000000 5.093000 1.595000 1.997582
6  1  595.514000 2024.103000 1.163000 2.200000 5.257000 2.121000 0.009582
7  1  597.596000 2006.820000 0.863000 1.937000 4.419000 1.564000 1.521386
8  1  627.024000 1978.539000 0.976000 2.126000 4.583000 1.570000 -0.634410
9  1  616.317000 1996.552000 0.788000 2.154000 4.582000 1.650000 -0.752254
10  1  600.814000 2015.954000 0.893000 1.974000 4.623000 1.638000 1.153750
11  1  607.980000 2020.965000 0.511000 1.797000 4.099000 1.544000 -2.162376
12  1  630.447000 2057.852000 -2.321000 1.800000 4.400000 1.553000 1.000754
13  1  628.646000 1969.042000 1.056000 2.126000 4.592000 1.641000 2.389338
14  1  640.775000 1970.009000 1.143000 2.000000 4.320000 1.490000 -0.791489

2 16 1542800368.447460
1  1  619.375000 1969.169000 0.736000 1.928000 4.916000 1.673000 2.403685
15  1  643.667000 1956.676000 0.186000 2.138000 4.849000 1.613000 2.389338
2  1  611.024000 2025.013000 0.303000 2.056000 4.490000 1.636000 -2.144922
16  1  643.214000 1946.140000 0.736000 2.204000 4.737000 1.792000 2.315197
3  1  612.436000 1984.323000 0.810000 2.200000 5.020000 1.749000 2.405960
4  1  619.290000 2043.622000 -1.204000 2.200000 4.545000 1.679000 1.000754
5  1  597.524000 2002.257000 0.999000 2.000000 5.093000 1.595000 1.753236
6  1  595.586000 2024.176000 1.363000 2.200000 5.257000 2.121000 0.009582
7  1  598.281000 2009.672000 0.984000 1.937000 4.419000 1.564000 1.364306
8  1  631.959000 1973.814000 1.028000 2.126000 4.583000 1.570000 -0.704223
17  1  588.898000 2026.556000 1.541000 2.129000 4.578000 1.718000 -0.516652
9  1  619.409000 1993.731000 0.600000 2.154000 4.582000 1.650000 -0.752254
10  1  602.626000 2019.180000 0.943000 1.974000 4.623000 1.638000 1.066483
11  1  607.868000 2021.037000 0.511000 1.797000 4.099000 1.544000 -2.144922
12  1  633.592000 2062.725000 -2.721000 1.800000 4.400000 1.553000 1.000754
13  1  625.206000 1972.364000 0.772000 2.126000 4.592000 1.641000 2.389338

3 18 1542800368.948430
1  1  613.558000 1974.990000 0.786000 1.928000 4.916000 1.673000 2.403685
18  1  679.316000 1919.171000 0.626000 2.116000 4.415000 1.582000 2.315197
15  1  640.726000 1959.211000 0.337000 2.138000 4.849000 1.613000 2.389338
2  1  610.856000 2025.080000 0.175000 2.056000 4.490000 1.636000 -2.144922
19  1  540.569000 2059.928000 2.780000 2.215000 4.521000 1.844000 -0.661462
16  1  637.075000 1951.905000 0.736000 2.204000 4.737000 1.792000 2.315197
3  1  609.265000 1987.296000 0.833000 2.200000 5.020000 1.749000 2.388507
4  1  621.857000 2048.674000 -1.941000 2.200000 4.545000 1.679000 1.000754
5  1  597.361000 2005.129000 1.149000 2.000000 5.093000 1.595000 1.578703
6  1  595.583000 2024.465000 1.363000 2.200000 5.257000 2.121000 0.009582
7  1  599.495000 2012.669000 0.999000 1.937000 4.419000 1.564000 1.189773
8  1  637.157000 1969.019000 0.328000 2.126000 4.583000 1.570000 -0.739129
17  1  588.692000 2026.440000 1.642000 2.129000 4.578000 1.718000 -0.516652
9  1  622.687000 1990.909000 0.513000 2.154000 4.582000 1.650000 -0.752254
10  1  604.502000 2022.374000 0.929000 1.974000 4.623000 1.638000 0.979217
11  1  607.819000 2021.068000 0.628000 1.797000 4.099000 1.544000 -2.144922
20  1  646.788000 1952.516000 0.447000 1.995000 4.957000 1.592000 2.389338
13  1  621.754000 1975.595000 0.689000 2.126000 4.592000 1.641000 2.389338

4 18 1542800369.448339
1  1  607.014000 1981.216000 0.736000 1.928000 4.916000 1.673000 2.403685
18  1  677.233000 1921.270000 0.637000 2.116000 4.415000 1.582000 2.315197
15  1  637.792000 1961.740000 0.487000 2.138000 4.849000 1.613000 2.389338
2  1  610.855000 2025.209000 0.298000 2.056000 4.490000 1.636000 -2.144922
19  1  549.490000 2054.357000 2.929000 2.215000 4.521000 1.844000 -0.661462
16  1  631.380000 1956.903000 0.537000 2.204000 4.737000 1.792000 2.315197
3  1  605.842000 1990.403000 0.856000 2.200000 5.020000 1.749000 2.388507
21  1  656.701000 1942.507000 0.660000 2.235000 4.897000 1.659000 2.367557
5  1  597.687000 2007.948000 1.249000 2.000000 5.093000 1.595000 1.473983
6  1  595.585000 2024.321000 1.488000 2.200000 5.257000 2.121000 0.009582
7  1  601.185000 2015.874000 1.031000 1.937000 4.419000 1.564000 1.085054
8  1  641.584000 1964.628000 0.279000 2.126000 4.583000 1.570000 -0.739129
17  1  588.870000 2026.340000 1.742000 2.129000 4.578000 1.718000 -0.516652
9  1  626.153000 1987.565000 0.525000 2.154000 4.582000 1.650000 -0.752254
10  1  606.374000 2025.561000 0.965000 1.974000 4.623000 1.638000 0.979217
11  1  607.770000 2021.100000 0.745000 1.797000 4.099000 1.544000 -2.144922
20  1  645.011000 1954.571000 0.448000 1.995000 4.957000 1.592000 2.389338
13  1  618.309000 1978.820000 0.731000 2.126000 4.592000 1.641000 2.389338

5 20 1542800369.949334
1  1  601.105000 1986.857000 1.049000 1.928000 4.916000 1.673000 2.403685
18  1  675.146000 1923.374000 0.648000 2.116000 4.415000 1.582000 2.315197
15  1  634.851000 1964.275000 0.637000 2.138000 4.849000 1.613000 2.389338
2  1  610.665000 2025.258000 0.598000 2.056000 4.490000 1.636000 -2.144922
19  1  557.480000 2047.856000 2.729000 2.215000 4.521000 1.844000 -0.661462
16  1  625.690000 1962.372000 0.736000 2.204000 4.737000 1.792000 2.315197
3  1  603.219000 1992.886000 1.051000 2.200000 5.020000 1.749000 2.388507
21  1  654.421000 1945.081000 0.699000 2.235000 4.897000 1.659000 2.367557
5  1  598.300000 2011.064000 1.249000 2.000000 5.093000 1.595000 1.334357
6  1  595.586000 2024.176000 1.613000 2.200000 5.257000 2.121000 0.009582
22  1  650.941000 1942.373000 0.139000 2.061000 5.800000 2.000000 2.389338
7  1  603.028000 2018.997000 1.062000 1.937000 4.419000 1.564000 1.032694
8  1  646.742000 1960.314000 0.231000 2.126000 4.583000 1.570000 -0.756583
17  1  588.743000 2026.340000 1.792000 2.129000 4.578000 1.718000 -0.516652
9  1  629.816000 1984.306000 0.450000 2.154000 4.582000 1.650000 -0.752254
10  1  608.249000 2028.754000 0.751000 1.974000 4.623000 1.638000 0.979217
23  1  665.099000 1933.679000 0.425000 2.037000 4.863000 1.615000 2.350103
11  1  607.721000 2021.132000 0.861000 1.797000 4.099000 1.544000 -2.144922
20  1  643.680000 1956.210000 0.497000 1.995000 4.957000 1.592000 2.389338
13  1  614.856000 1982.051000 0.773000 2.126000 4.592000 1.641000 2.389338

6 21 1542800370.450291
1  1  594.890000 1992.432000 1.129000 1.928000 4.916000 1.673000 2.403685
18  1  673.060000 1925.478000 0.660000 2.116000 4.415000 1.582000 2.315197
15  1  631.769000 1966.942000 0.687000 2.138000 4.849000 1.613000 2.389338
2  1  610.510000 2025.358000 0.798000 2.056000 4.490000 1.636000 -2.144922
19  1  559.823000 2047.126000 2.880000 2.215000 4.521000 1.844000 -0.661462
16  1  619.026000 1968.803000 0.836000 2.204000 4.737000 1.792000 2.315197
3  1  600.822000 1995.585000 1.210000 2.200000 5.020000 1.749000 2.257318
21  1  651.755000 1948.032000 0.738000 2.235000 4.897000 1.659000 2.367557
5  1  599.640000 2014.105000 1.249000 2.000000 5.093000 1.595000 1.124917
6  1  595.588000 2023.959000 1.764000 2.200000 5.257000 2.121000 0.009582
22  1  645.150000 1948.031000 0.659000 2.061000 5.800000 2.000000 2.389338
7  1  604.996000 2021.975000 1.094000 1.937000 4.419000 1.564000 1.032694
8  1  651.903000 1955.361000 0.432000 2.126000 4.583000 1.570000 -0.721676
17  1  588.868000 2026.306000 1.917000 2.129000 4.578000 1.718000 -0.516652
9  1  633.701000 1980.855000 0.409000 2.154000 4.582000 1.650000 -0.752254
10  1  610.125000 2031.948000 0.537000 1.974000 4.623000 1.638000 0.979217
23  1  662.685000 1936.061000 0.513000 2.037000 4.863000 1.615000 2.350103
11  1  607.775000 2021.097000 0.978000 1.797000 4.099000 1.544000 -2.144922
20  1  641.616000 1956.941000 0.714000 1.995000 4.957000 1.592000 2.389338
13  1  611.742000 1984.859000 0.906000 2.126000 4.592000 1.641000 2.389338
24  1  656.851000 1930.557000 0.720000 2.000000 4.727000 1.918000 2.367557

7 21 1542800370.949037
1  1  588.684000 1998.000000 1.472000 1.928000 4.916000 1.673000 2.403685
18  1  670.982000 1927.572000 0.671000 2.116000 4.415000 1.582000 2.315197
15  1  628.656000 1969.550000 0.787000 2.138000 4.849000 1.613000 2.389338
2  1  610.422000 2025.562000 0.847000 2.056000 4.490000 1.636000 -2.144922
19  1  561.626000 2046.732000 3.029000 2.215000 4.521000 1.844000 -0.661462
16  1  612.597000 1975.139000 0.961000 2.204000 4.737000 1.792000 2.350083
3  1  600.487000 1998.282000 1.368000 2.200000 5.020000 1.749000 2.126707
